,id,title,release_date,overview,popularity,vote_average,vote_count
4852,37233,The Firm,1993-06-30,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",12.488,6.7,2247
4853,10591,The Girl Next Door,2004-04-09,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",9.7499,6.735,3917
4854,448776,A Prayer Before Dawn,2018-05-24,"The amazing true story of Billy Moore, an English boxer incarcerated in Thailand’s most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in prison Muay Thai tournaments.",2.3276,6.7,627
4855,416194,The Quake,2018-08-31,"A geologist races against time to save his estranged wife and two children when a devastating earthquake strikes Oslo, Norway.",2.139,6.734,806
4856,351145,Retribution,2015-09-21,"While Carlos, a banking executive, takes his two kids to school in his car, he gets a phone call telling him that there is a bomb under the seats and he must to gather a large amount of money; otherwise, his car will blow up.",1.4154,6.734,444
4857,186161,The Gilded Cage,2013-04-19,"In the beautiful area of ​​Paris, Maria and José Ribeiro lived for almost thirty years on the ground floor of a Haussmann building, in their dear little lodge.",0.6987,6.734,353
4858,3989,Team America: World Police,2004-10-10,"When North Korean ruler Kim Jong-il orchestrates a global terrorist plot, it's up to the heavily armed, highly specialized Team America unit to stop his dastardly scheme. The group, which has recruited troubled Broadway actor Gary Johnston, not only has to face off against Jong-il, but they must also contend with the Film Actors Guild, a cadre of Hollywood liberals at odds with Team America's 'policing the world' tactics.",6.1506,6.734,2006
4859,39513,Paul,2011-02-14,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",9.6988,6.732,6146
4860,26648,The Night Porter,1974-04-03,"A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.",1.782,6.733,377
4861,18764,Twin Dragons,1992-01-15,"Identical twins are separated at birth, one becoming a streetwise mechanic, and the other an acclaimed classical concert conductor. Finally meeting in adulthood, they're mistaken for the other and entangled in each other's worlds.",2.165,6.733,419
4862,11592,Serial Mom,1994-04-13,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",2.1011,6.733,754
4863,974262,Descendants: The Rise of Red,2024-07-11,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",7.1988,6.732,460
4864,882059,Boy Kills World,2024-04-24,"When his family is murdered, a deaf-mute named Boy escapes to the jungle and is trained by a mysterious shaman to repress his childish imagination and become an instrument of death.",4.3443,6.731,769
4865,541660,Loro,2018-09-13,"Internationally released Director's Cut of ""Loro 1"" and ""Loro 2"", which were released separately as two movies in Italy. The film talks about the group of businessmen and politicians – the Loro (Them) from the title – who live and act near to media tycoon and politician Silvio Berlusconi in the years between 2006 and 2009.",0.7854,6.732,342
4866,399170,Logan Lucky,2017-08-17,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",7.9799,6.732,3769
4867,253980,Marvel One-Shot: All Hail the King,2014-02-04,A documentary filmmaker interviews the now-famous Trevor Slattery from behind bars.,2.9779,6.733,598
4868,45610,Machine Gun Preacher,2011-09-23,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",2.45,6.732,1115
4869,21385,"Mickey, Donald, Goofy: The Three Musketeers",2004-08-04,"In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",3.0621,6.732,976
4870,12651,Memphis Belle,1990-09-07,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Bremen.",1.5954,6.732,409
4871,9058,Only You,1994-03-04,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named 'Damon Bradley', but she has yet to meet him. Preparing to marry podiatrist Dwayne in ten days, Faith receives a phone call from Dwayne's old classmate Damon Bradley, who is on his way to Venice. She impulsively decides to fly to Italy with the hope of finally encountering the man of her dreams. Accompanying her on the trip is her sister-in-law and best friend Kate, who has just left her husband, Faith's brother Larry.",3.2259,6.732,555
4872,464502,Acrimony,2018-03-30,"Faithful wife Melinda, who is tired of standing by her devious husband Robert, is enraged when it becomes clear she has been betrayed. That's when she lost it, and now she cannot let it go.",1.8316,6.731,390
4873,438799,Overlord,2018-11-01,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",4.2157,6.731,3058
4874,65760,The Whistleblower,2010-09-13,"Nebraska cop Kathryn Bolkovac discovers a deadly sex trafficking ring while serving as a U.N. peacekeeper in post-war Bosnia. Risking her own life to save the lives of others, she uncovers an international conspiracy that is determined to stop her, no matter the cost.",1.9447,6.731,599
4875,17894,The Beautician and the Beast,1997-02-07,A New York City beautician is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,1.5153,6.731,368
4876,13691,Piglet's Big Movie,2003-03-16,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",1.8372,6.7,394
